Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2016-05-09 16:48:44,false,"Guildhall Ward Running","3.01","303","00:36:21","138","149","158","177","12:05","3:45","33","34","0.84","0.0","0.0","0.0","0.0","0.0","36:21","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-07 07:11:51,false,"Guildhall Ward Running","10.01","848","01:59:16","138","150","164","179","11:55","4:32","143","140","0.82","0.0","0.0","0.0","0.0","0.0","1:59:16","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-05 16:35:28,false,"Guildhall Ward Running","4.01","440","00:46:56","149","162","164","182","11:43","1:52","27","41","0.84","0.0","0.0","0.0","0.0","0.0","46:56","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-03 16:34:56,false,"Guildhall Ward Running","4.00","407","00:48:26","139","150","158","177","12:06","8:35","23","24","0.84","0.0","0.0","0.0","0.0","0.0","48:26","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-05-02 07:51:32,false,"Guildhall Ward Running","3.00","280","00:35:12","134","144","166","176","11:43","10:18","63","64","0.83","0.0","0.0","0.0","0.0","0.0","35:12","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-30 14:12:37,false,"Guildhall Ward Running","9.01","801","01:49:12","139","153","161","178","12:08","5:47","108","92","0.82","0.0","0.0","0.0","0.0","0.0","1:49:12","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-28 16:55:32,false,"Guildhall Ward Running","4.01","375","00:46:25","138","161","162","183","11:35","7:51","36","54","0.86","0.0","0.0","0.0","0.0","0.0","46:25","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-26 16:36:45,false,"Guildhall Ward Running","4.00","434","00:51:09","141","155","152","239","12:47","5:58","66","65","0.83","0.0","0.0","0.0","0.0","0.0","51:09","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-25 16:57:30,false,"Guildhall Ward Running","3.01","307","00:35:43","139","150","163","181","11:53","6:07","29","31","0.83","0.0","0.0","0.0","0.0","0.0","35:43","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-23 14:08:56,false,"Guildhall Ward Running","7.00","684","01:25:46","139","164","160","179","12:15","8:38","90","105","0.82","0.0","0.0","0.0","0.0","0.0","1:25:46","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-21 16:47:56,false,"Guildhall Ward Running","4.00","428","00:50:39","138","150","154","179","12:39","7:36","37","35","0.83","0.0","0.0","0.0","0.0","0.0","50:39","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-19 16:56:53,false,"Guildhall Ward Running","4.00","418","00:48:02","139","153","155","181","12:00","7:12","31","45","0.86","0.0","0.0","0.0","0.0","0.0","48:02","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-16 07:45:43,false,"Guildhall Ward Running","8.01","711","01:33:45","136","148","166","183","11:43","6:57","100","96","0.83","0.0","0.0","0.0","0.0","0.0","1:33:45","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-14 16:27:20,false,"Guildhall Ward Running","3.00","289","00:33:58","135","146","162","180","11:18","5:51","33","39","0.88","0.0","0.0","0.0","0.0","0.0","33:58","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-13 16:36:08,false,"Guildhall Ward Running","4.00","377","00:44:56","136","147","167","181","11:13","3:35","43","43","0.86","0.0","0.0","0.0","0.0","0.0","44:56","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-11 16:46:40,false,"Guildhall Ward Running","3.00","269","00:33:36","132","148","161","184","11:11","1:22","25","29","0.90","0.0","0.0","0.0","0.0","0.0","33:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-10 08:09:07,false,"Guildhall Ward Running","7.00","587","01:16:17","135","149","167","184","10:53","1:23","99","88","0.88","0.0","0.0","0.0","0.0","0.0","1:16:17","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-07 09:09:19,false,"Guildhall Ward Running","3.00","275","00:33:27","135","146","168","184","11:08","5:59","33","30","0.86","0.0","0.0","0.0","0.0","0.0","33:27","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-05 08:45:09,false,"Saint Anne's on the Sea Running","6.03","550","01:10:28","137","148","164","184","11:42","7:11","50","48","0.84","0.0","0.0","0.0","0.0","0.0","1:10:28","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-04-03 07:38:35,false,"Saint Anne's on the Sea Running","4.00","336","00:45:56","130","142","167","181","11:29","2:12","51","53","0.84","0.0","0.0","0.0","0.0","0.0","45:56","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-03-30 16:54:35,false,"Guildhall Ward Running","3.00","256","00:33:45","130","143","164","176","11:14","4:11","46","42","0.87","0.0","0.0","0.0","0.0","0.0","33:45","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-03-28 08:02:57,false,"Guildhall Ward Running","5.00","409","00:58:08","131","145","167","185","11:37","7:30","134","133","0.83","0.0","0.0","0.0","0.0","0.0","58:08","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-03-26 08:14:37,false,"Guildhall Ward Running","7.00","549","01:21:21","132","142","167","186","11:37","3:10","86","96","0.83","0.0","0.0","0.0","0.0","0.0","1:21:21","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-03-24 16:45:47,false,"Guildhall Ward Running","4.00","325","00:46:41","130","139","163","240","11:39","9:06","33","47","0.85","0.0","0.0","0.0","0.0","0.0","46:41","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-03-19 07:28:32,false,"Guildhall Ward Running","6.00","518","01:15:23","134","146","166","183","12:33","6:33","88","90","0.77","0.0","0.0","0.0","0.0","0.0","1:15:23","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-03-17 16:32:38,false,"Guildhall Ward Running","3.00","263","00:37:19","131","140","156","179","12:25","1:58","44","53","0.83","0.0","0.0","0.0","0.0","0.0","37:19","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-03-15 17:28:42,false,"Guildhall Ward Running","3.00","286","00:38:15","135","148","159","174","12:44","4:16","33","31","0.80","0.0","0.0","0.0","0.0","0.0","38:15","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-03-12 07:20:18,false,"Guildhall Ward Running","4.01","372","00:50:49","136","145","162","178","12:41","9:11","88","86","0.78","0.0","0.0","0.0","0.0","0.0","50:49","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-03-10 16:42:22,false,"Guildhall Ward Running","2.89","268","00:35:48","135","143","163","179","12:24","6:09","17","29","0.79","0.0","0.0","0.0","0.0","0.0","35:48","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-03-08 16:55:05,false,"Guildhall Ward Running","3.01","297","00:32:18","157","182","163","187","10:45","6:18","32","30","0.92","0.0","0.0","0.0","0.0","0.0","32:18","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-03-17 16:33:46,false,"Untitled","5.00","589","00:45:19","--","--","--","--","9:04","6:41","56","55","0.00","0.0","0.0","0.0","0.0","0.0","45:19","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-03-15 09:09:22,false,"Untitled","7.00","844","01:07:03","--","--","--","--","9:34","5:39","111","113","0.00","0.0","0.0","0.0","0.0","0.0","1:07:03","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-03-13 16:51:09,false,"Untitled","4.00","477","00:35:50","--","--","--","--","8:57","5:56","35","47","0.00","0.0","0.0","0.0","0.0","0.0","35:50","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-03-12 16:37:24,false,"Untitled","4.00","473","00:38:32","--","--","--","--","9:37","6:58","35","41","0.00","0.0","0.0","0.0","0.0","0.0","38:32","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-03-09 09:56:45,false,"Untitled","5.00","590","00:48:41","--","--","--","--","9:44","6:03","50","46","0.00","0.0","0.0","0.0","0.0","0.0","48:41","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-03-07 08:58:56,false,"Untitled","8.00","959","01:19:36","--","--","--","--","9:57","4:00","89","92","0.00","0.0","0.0","0.0","0.0","0.0","1:19:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-03-05 14:44:15,false,"Untitled","4.01","480","00:40:37","--","--","--","--","10:08","4:49","50","57","0.00","0.0","0.0","0.0","0.0","0.0","40:37","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-03-01 08:31:26,false,"Untitled","8.00","952","01:18:14","--","--","--","--","9:47","5:14","134","139","0.00","0.0","0.0","0.0","0.0","0.0","1:18:14","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-02-27 16:35:43,false,"Untitled","4.01","480","00:37:33","--","--","--","--","9:22","3:30","78","74","0.00","0.0","0.0","0.0","0.0","0.0","37:33","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-02-26 16:20:09,false,"Untitled","4.01","473","00:36:41","--","--","--","--","9:09","6:22","37","48","0.00","0.0","0.0","0.0","0.0","0.0","36:41","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-02-24 16:27:50,false,"Untitled","4.01","470","00:37:22","--","--","--","--","9:19","5:22","22","34","0.00","0.0","0.0","0.0","0.0","0.0","37:22","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-02-19 16:54:37,false,"Untitled","6.00","724","00:57:11","--","--","--","--","9:32","4:26","117","110","0.00","0.0","0.0","0.0","0.0","0.0","57:11","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-02-17 16:30:08,false,"Untitled","4.00","474","00:39:07","--","--","--","--","9:47","6:08","48","48","0.00","0.0","0.0","0.0","0.0","0.0","39:07","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-02-15 08:40:42,false,"Untitled","8.00","959","01:17:54","--","--","--","--","9:44","5:12","142","137","0.00","0.0","0.0","0.0","0.0","0.0","1:17:54","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-02-13 16:50:34,false,"Untitled","4.02","475","00:38:37","--","--","--","--","9:37","5:56","46","46","0.00","0.0","0.0","0.0","0.0","0.0","38:37","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-02-12 16:40:35,false,"Untitled","4.00","469","00:37:59","--","--","--","--","9:29","6:22","32","46","0.00","0.0","0.0","0.0","0.0","0.0","37:59","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-02-10 17:00:41,false,"Untitled","6.00","708","00:56:55","--","--","--","--","9:29","5:34","70","74","0.00","0.0","0.0","0.0","0.0","0.0","56:55","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-02-06 14:25:53,false,"Untitled","4.00","479","00:38:43","--","--","--","--","9:40","3:21","50","47","0.00","0.0","0.0","0.0","0.0","0.0","38:43","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-02-04 16:39:09,false,"Untitled","4.00","474","00:38:03","--","--","--","--","9:30","4:02","43","46","0.00","0.0","0.0","0.0","0.0","0.0","38:03","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-02-01 09:10:17,false,"Untitled","6.01","728","00:59:47","--","--","--","--","9:57","5:00","126","133","0.00","0.0","0.0","0.0","0.0","0.0","59:47","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-01-30 16:46:24,false,"Untitled","3.00","357","00:28:18","--","--","--","--","9:25","6:17","77","73","0.00","0.0","0.0","0.0","0.0","0.0","28:18","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-01-29 16:57:16,false,"Untitled","6.00","721","00:58:42","--","--","--","--","9:47","4:04","77","76","0.00","0.0","0.0","0.0","0.0","0.0","58:42","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-01-27 16:43:45,false,"Untitled","3.50","415","00:34:37","--","--","--","--","9:53","6:00","86","92","0.00","0.0","0.0","0.0","0.0","0.0","34:37","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-01-26 10:12:39,false,"Untitled","4.51","535","00:43:44","--","--","--","--","9:42","2:28","38","37","0.00","0.0","0.0","0.0","0.0","0.0","43:44","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-01-24 16:26:51,false,"Untitled","4.01","471","00:37:10","--","--","--","--","9:17","4:35","28","38","0.00","0.0","0.0","0.0","0.0","0.0","37:10","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-01-22 16:41:26,false,"Untitled","3.00","355","00:26:57","--","--","--","--","8:58","4:19","69","73","0.00","0.0","0.0","0.0","0.0","0.0","26:57","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-01-20 17:00:19,false,"Untitled","5.00","596","00:49:04","--","--","--","--","9:49","5:58","59","60","0.00","0.0","0.0","0.0","0.0","0.0","49:04","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-01-15 16:42:06,false,"Untitled","3.01","357","00:28:01","--","--","--","--","9:19","5:09","5","10","0.00","0.0","0.0","0.0","0.0","0.0","28:01","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-12-11 17:00:46,false,"Untitled","4.01","475","00:37:50","--","--","--","--","9:26","7:08","11","23","0.00","0.0","0.0","0.0","0.0","0.0","37:50","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-12-04 17:11:06,false,"Untitled","2.98","360","00:29:45","--","--","--","--","9:58","6:16","60","54","0.00","0.0","0.0","0.0","0.0","0.0","29:45","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-11-17 09:04:33,false,"Untitled","3.01","373","00:29:05","--","--","--","--","9:40","4:24","54","48","0.00","0.0","0.0","0.0","0.0","0.0","29:05","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-11-10 11:07:58,false,"Windmill 10k","6.12","726","00:49:34","--","--","--","--","8:06","4:21","51","49","0.00","0.0","0.0","0.0","0.0","0.0","49:34","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-11-07 17:17:14,false,"Untitled","5.01","599","00:46:19","--","--","--","--","9:15","4:30","112","107","0.00","0.0","0.0","0.0","0.0","0.0","46:19","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-11-06 17:22:26,false,"Untitled","4.00","473","00:38:49","--","--","--","--","9:42","5:57","43","38","0.00","0.0","0.0","0.0","0.0","0.0","38:49","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-11-02 08:43:28,false,"Untitled","8.01","988","01:23:42","--","--","--","--","10:27","5:25","122","122","0.00","0.0","0.0","0.0","0.0","0.0","1:23:42","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-10-30 16:30:09,false,"Untitled","6.01","716","00:55:52","--","--","--","--","9:18","5:52","116","115","0.00","0.0","0.0","0.0","0.0","0.0","55:52","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-10-25 11:39:30,false,"Untitled","10.00","1,202","01:41:07","--","--","--","--","10:06","3:48","133","135","0.00","0.0","0.0","0.0","0.0","0.0","1:41:07","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-10-23 16:34:33,false,"Untitled","4.00","449","00:35:54","--","--","--","--","8:58","2:32","26","40","0.00","0.0","0.0","0.0","0.0","0.0","35:54","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-10-19 09:30:23,false,"Untitled","9.01","1,078","01:28:59","--","--","--","--","9:53","1:46","132","137","0.00","0.0","0.0","0.0","0.0","0.0","1:28:59","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-10-16 17:05:35,false,"Untitled","6.01","721","00:57:06","--","--","--","--","9:30","5:06","69","65","0.00","0.0","0.0","0.0","0.0","0.0","57:06","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-10-12 09:18:51,false,"Untitled","8.00","944","01:20:22","--","--","--","--","10:02","3:09","94","93","0.00","0.0","0.0","0.0","0.0","0.0","1:20:22","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-10-10 16:54:22,false,"Untitled","5.01","589","00:46:55","--","--","--","--","9:22","6:31","56","55","0.00","0.0","0.0","0.0","0.0","0.0","46:55","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-10-09 16:59:30,false,"Untitled","5.02","593","00:47:38","--","--","--","--","9:30","4:57","55","35","0.00","0.0","0.0","0.0","0.0","0.0","47:38","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-10-04 16:57:40,false,"Untitled","4.01","473","00:37:40","--","--","172","172","9:24","6:03","22","32","0.00","0.0","0.0","0.0","0.0","0.0","37:40","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-10-02 16:35:08,false,"Untitled","5.01","594","00:47:36","--","--","--","--","9:30","5:25","41","50","0.00","0.0","0.0","0.0","0.0","0.0","47:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-09-30 16:50:16,false,"Untitled","3.01","360","00:27:49","--","--","--","--","9:15","6:04","14","13","0.00","0.0","0.0","0.0","0.0","0.0","27:49","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-09-29 08:47:51,false,"Untitled","7.00","827","01:07:36","--","--","--","--","9:39","2:09","102","101","0.00","0.0","0.0","0.0","0.0","0.0","1:07:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-09-26 16:39:46,false,"Untitled","4.01","477","00:38:02","--","--","--","--","9:29","4:39","64","63","0.00","0.0","0.0","0.0","0.0","0.0","38:02","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-08-27 08:37:22,false,"Untitled","3.00","360","00:29:00","--","--","--","--","9:40","5:29","54","50","0.00","0.0","0.0","0.0","0.0","0.0","29:00","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-08-24 08:47:36,false,"Untitled","3.01","364","00:31:04","--","--","--","--","10:20","5:25","52","49","0.00","0.0","0.0","0.0","0.0","0.0","31:04","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-08-21 16:27:51,false,"Untitled","3.00","354","00:31:53","--","--","--","--","10:37","5:49","32","38","0.00","0.0","0.0","0.0","0.0","0.0","31:53","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-08-12 16:54:06,false,"Untitled","3.01","359","00:30:14","--","--","--","--","10:03","5:58","27","42","0.00","0.0","0.0","0.0","0.0","0.0","30:14","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-08-10 09:54:47,false,"Untitled","3.00","364","00:29:49","--","--","--","--","9:56","5:33","49","44","0.00","0.0","0.0","0.0","0.0","0.0","29:49","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-08-01 17:00:51,false,"Untitled","2.01","241","00:18:50","--","--","--","--","9:24","6:55","--","11","0.00","0.0","0.0","0.0","0.0","0.0","18:50","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-07-30 17:24:58,false,"Untitled","4.00","471","00:38:31","--","--","--","--","9:37","6:59","9","21","0.00","0.0","0.0","0.0","0.0","0.0","38:31","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-07-28 08:30:29,false,"Untitled","8.00","952","01:21:53","--","--","--","--","10:14","5:50","74","77","0.00","0.0","0.0","0.0","0.0","0.0","1:21:53","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-07-25 16:31:33,false,"Untitled","4.00","476","00:41:48","--","--","--","--","10:26","3:10","59","46","0.00","0.0","0.0","0.0","0.0","0.0","41:48","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-07-23 16:54:09,false,"Untitled","5.01","608","00:49:50","--","--","--","--","9:57","5:17","39","52","0.00","0.0","0.0","0.0","0.0","0.0","49:50","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-07-21 09:49:46,false,"Untitled","8.01","958","01:21:42","--","--","--","--","10:12","2:15","73","76","0.00","0.0","0.0","0.0","0.0","0.0","1:21:42","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-07-18 16:25:27,false,"Untitled","5.01","603","00:52:49","--","--","--","--","10:33","3:54","36","50","0.00","0.0","0.0","0.0","0.0","0.0","52:49","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-07-15 17:07:52,false,"Untitled","2.36","283","00:23:55","--","--","--","--","10:08","4:20","--","11","0.00","0.0","0.0","0.0","0.0","0.0","23:55","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-07-14 09:09:32,false,"Untitled","4.01","485","00:42:25","--","--","--","--","10:35","7:20","37","43","0.00","0.0","0.0","0.0","0.0","0.0","42:25","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-07-11 10:55:26,false,"Untitled","6.02","719","01:00:14","--","--","--","--","10:00","2:24","65","61","0.00","0.0","0.0","0.0","0.0","0.0","1:00:14","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-07-10 13:48:31,false,"Untitled","3.00","362","00:28:46","--","--","--","--","9:34","5:34","40","44","0.00","0.0","0.0","0.0","0.0","0.0","28:46","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-06-29 10:01:01,false,"Untitled","8.01","955","01:23:09","--","--","--","--","10:23","5:45","72","74","0.00","0.0","0.0","0.0","0.0","0.0","1:23:09","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-06-27 17:32:09,false,"Untitled","4.01","471","00:38:07","--","--","--","--","9:31","6:53","26","40","0.00","0.0","0.0","0.0","0.0","0.0","38:07","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-06-24 17:08:59,false,"Untitled","6.01","726","00:55:28","--","--","--","--","9:14","3:49","61","57","0.00","0.0","0.0","0.0","0.0","0.0","55:28","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-06-20 16:54:03,false,"Untitled","3.04","339","00:30:19","--","--","--","--","9:59","3:59","26","22","0.00","0.0","0.0","0.0","0.0","0.0","30:19","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-06-19 17:08:39,false,"Untitled","4.01","469","00:40:42","--","--","--","--","10:09","6:45","38","42","0.00","0.0","0.0","0.0","0.0","0.0","40:42","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-06-17 17:18:01,false,"Untitled","3.00","405","00:31:17","--","--","--","--","10:25","4:11","1,147","1,149","0.00","0.0","0.0","0.0","0.0","0.0","31:17","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-06-13 17:05:33,false,"Untitled","4.00","479","00:42:23","--","--","--","--","10:36","1:58","57","44","0.00","0.0","0.0","0.0","0.0","0.0","42:23","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-06-10 13:50:01,false,"Untitled","4.01","474","00:38:23","--","--","--","--","9:34","4:30","46","45","0.00","0.0","0.0","0.0","0.0","0.0","38:23","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-06-06 16:51:39,false,"Untitled","6.01","725","01:00:41","--","--","--","--","10:06","4:42","47","44","0.00","0.0","0.0","0.0","0.0","0.0","1:00:41","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-06-03 17:14:18,false,"Untitled","4.01","483","00:39:16","--","--","--","--","9:48","4:12","501","451","0.00","0.0","0.0","0.0","0.0","0.0","39:16","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-06-01 08:40:10,false,"Untitled","8.00","958","01:20:00","--","--","--","--","10:00","4:48","631","659","0.00","0.0","0.0","0.0","0.0","0.0","1:20:00","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-05-30 16:44:52,false,"Untitled","6.03","677","00:57:11","--","--","--","--","9:29","2:12","47","43","0.00","0.0","0.0","0.0","0.0","0.0","57:11","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-05-29 17:01:46,false,"Untitled","4.01","476","00:37:44","--","--","--","--","9:25","5:51","28","25","0.00","0.0","0.0","0.0","0.0","0.0","37:44","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-05-23 16:51:00,false,"Untitled","3.00","357","00:28:04","--","--","--","--","9:21","5:06","173","192","0.00","0.0","0.0","0.0","0.0","0.0","28:04","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-05-22 16:37:17,false,"Untitled","4.01","471","00:37:42","--","--","--","--","9:25","6:19","185","153","0.00","0.0","0.0","0.0","0.0","0.0","37:42","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-05-20 17:30:29,false,"Untitled","3.00","353","00:28:14","--","--","--","--","9:25","5:42","69","62","0.00","0.0","0.0","0.0","0.0","0.0","28:14","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-05-19 11:12:10,false,"awful run!","6.00","712","01:03:57","--","--","--","--","10:39","5:53","24","44","0.00","0.0","0.0","0.0","0.0","0.0","1:03:57","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-05-17 16:38:16,false,"Untitled","6.01","707","00:57:48","--","--","--","--","9:37","5:27","44","38","0.00","0.0","0.0","0.0","0.0","0.0","57:48","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-05-13 17:15:29,false,"Untitled","4.00","469","00:39:42","--","--","--","--","9:55","5:38","37","42","0.00","0.0","0.0","0.0","0.0","0.0","39:42","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-05-11 09:41:32,false,"8 Miles...","8.05","959","01:23:17","--","--","--","--","10:21","3:08","70","67","0.00","0.0","0.0","0.0","0.0","0.0","1:23:17","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-05-09 16:23:33,false,"Untitled","4.01","475","00:39:22","--","--","--","--","9:49","4:38","24","36","0.00","0.0","0.0","0.0","0.0","0.0","39:22","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-05-04 09:43:20,false,"Untitled","7.03","839","01:12:14","--","--","--","--","10:17","6:18","65","65","0.00","0.0","0.0","0.0","0.0","0.0","1:12:14","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-05-02 16:42:19,false,"Untitled","3.03","364","00:30:55","--","--","--","--","10:12","1:59","33","46","0.00","0.0","0.0","0.0","0.0","0.0","30:55","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-05-01 17:26:24,false,"Untitled","3.01","353","00:29:28","--","--","--","--","9:48","4:04","68","64","0.00","0.0","0.0","0.0","0.0","0.0","29:28","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-04-29 17:30:40,false,"Untitled","4.00","476","00:38:40","--","--","--","--","9:39","6:36","25","36","0.00","0.0","0.0","0.0","0.0","0.0","38:40","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-04-25 16:39:20,false,"Untitled","5.00","575","00:48:54","--","--","--","--","9:46","3:31","60","59","0.00","0.0","0.0","0.0","0.0","0.0","48:54","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-04-24 17:34:23,false,"Untitled","4.01","477","00:40:05","--","--","--","--","10:00","3:09","56","51","0.00","0.0","0.0","0.0","0.0","0.0","40:05","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2013-04-20 10:30:46,false,"7 miles!","7.00","836","01:09:58","--","--","--","--","10:00","6:22","66","72","0.00","0.0","0.0","0.0","0.0","0.0","1:09:58","0:00","0.0","0:00","No","00:00.00","--","0.0"
